model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct,time_taken
mistral:latest,mlm,163,island_effects,adjunct_island,What had Monet skated around while talking about some hill?,What had Monet skated around some hill while talking about?,-1.5,-1.0,-0.5,False,0.7225730419158936
mistral:latest,mlm,164,island_effects,adjunct_island,Who is Jacqueline finding after hugging Meredith?,Who is Jacqueline finding Meredith after hugging?,-0.5,-1.0,0.5,True,0.7211718559265137
mistral:latest,mlm,165,island_effects,adjunct_island,What should Dan bike to before returning to some closets?,What should Dan bike to some closets before returning to?,0.75,0.0,0.75,True,0.8265581130981445
mistral:latest,mlm,166,island_effects,adjunct_island,What can Pamela go to while biking to many grocery stores?,What can Pamela go to many grocery stores while biking to?,1.25,1.25,0.0,False,0.9534778594970703
mistral:latest,mlm,167,island_effects,adjunct_island,What has this girl sounded like after bringing these lakes?,What has this girl sounded like these lakes after bringing?,-1.5,-2.0,0.5,True,2.9366230964660645
mistral:latest,mlm,168,island_effects,adjunct_island,What has Carlos broken while revealing most skateboards?,What has Carlos broken most skateboards while revealing?,1.25,0.75,0.5,True,0.9292950630187988
mistral:latest,mlm,169,island_effects,adjunct_island,Who will Barbara bother before discovering Susan?,Who will Barbara bother Susan before discovering?,1.75,-1.0,2.75,True,0.8407330513000488
mistral:latest,mlm,170,island_effects,adjunct_island,Who had Monica hugged while helping many waitresses?,Who had Monica hugged many waitresses while helping?,1.75,0.0,1.75,True,0.8280990123748779
mistral:latest,mlm,171,island_effects,adjunct_island,What had Cynthia messed up after taking some couch?,What had Cynthia messed up some couch after taking?,0.0,0.0,0.0,False,0.7397408485412598
mistral:latest,mlm,172,island_effects,adjunct_island,What was Ellen messing up without embarrassing this library?,What was Ellen messing up this library without embarrassing?,-0.5,-1.0,0.5,True,0.7204160690307617
mistral:latest,mlm,173,island_effects,adjunct_island,Who is every painting hurting while embarrassing Marcus?,Who is every painting hurting Marcus while embarrassing?,-1.5,-1.5,0.0,False,0.7400379180908203
mistral:latest,mlm,174,island_effects,adjunct_island,Who is Jesus insulting without concealing Barbara?,Who is Jesus insulting Barbara without concealing?,-2.5,-2.5,0.0,False,0.7366938591003418
mistral:latest,mlm,175,island_effects,adjunct_island,What does Paul research while touring Harvard University?,What does Paul research Harvard University while touring?,2.5,-2.0,4.5,True,2.237592935562134
mistral:latest,mlm,176,island_effects,adjunct_island,What had many doctors sold before fixing some cups?,What had many doctors sold some cups before fixing?,-1.5,-1.5,0.0,False,0.738234281539917
mistral:latest,mlm,177,island_effects,adjunct_island,Who was Theodore scaring while watching Samuel?,Who was Theodore scaring Samuel while watching?,1.5,-0.5,2.0,True,0.7364227771759033
mistral:latest,mlm,178,island_effects,adjunct_island,What did Rodney clean without lifting these windows?,What did Rodney clean these windows without lifting?,1.25,0.0,1.25,True,0.8434290885925293
mistral:latest,mlm,179,island_effects,adjunct_island,Who had Amanda fired after investigating Aaron?,Who had Amanda fired Aaron after investigating?,1.5,0.5,1.0,True,0.7352828979492188
mistral:latest,mlm,180,island_effects,adjunct_island,What did Nina climb down before returning to every mountain?,What did Nina climb down every mountain before returning to?,1.75,1.5,0.25,True,0.8260538578033447
mistral:latest,mlm,181,island_effects,adjunct_island,Who had Timothy talked about without concealing these people?,Who had Timothy talked about these people without concealing?,1.75,2.0,-0.25,False,0.8257012367248535
mistral:latest,mlm,182,island_effects,adjunct_island,Who is that teacher boasting about while disgusting Teresa?,Who is that teacher boasting about Teresa while disgusting?,-0.5,-1.0,0.5,True,0.7235770225524902
mistral:latest,mlm,183,island_effects,adjunct_island,Who is Mitchell healing before bothering Judy?,Who is Mitchell healing Judy before bothering?,0.75,-1.0,1.75,True,0.8220221996307373
mistral:latest,mlm,184,island_effects,adjunct_island,Who had an association bored after praising a lot of doctors?,Who had an association bored a lot of doctors after praising?,-1.5,-2.0,0.5,True,1.7725539207458496
mistral:latest,mlm,185,island_effects,adjunct_island,What had Tiffany looked like before concealing those drawings?,What had Tiffany looked like those drawings before concealing?,2.0,1.75,0.25,True,0.8278961181640625
mistral:latest,mlm,186,island_effects,adjunct_island,Who had Andrea appreciated before questioning Tina?,Who had Andrea appreciated Tina before questioning?,1.5,0.0,1.5,True,0.7363309860229492
mistral:latest,mlm,187,island_effects,adjunct_island,Who is the rug worrying while worrying Dawn?,Who is the rug worrying Dawn while worrying?,-2.5,-2.0,-0.5,False,1.7343850135803223
mistral:latest,mlm,188,island_effects,adjunct_island,What has Charles biked to before researching all malls?,What has Charles biked to all malls before researching?,0.75,-1.0,1.75,True,0.8255410194396973
mistral:latest,mlm,189,island_effects,adjunct_island,Who has Erin embarrassed without hurting Martha?,Who has Erin embarrassed Martha without hurting?,1.25,0.5,0.75,True,0.842108964920044
mistral:latest,mlm,190,island_effects,adjunct_island,Who might Judy conceal before confusing Erin?,Who might Judy conceal Erin before confusing?,-1.0,-2.0,1.0,True,2.5214931964874268
mistral:latest,mlm,191,island_effects,adjunct_island,What has Noah toured after passing every high school?,What has Noah toured every high school after passing?,0.75,0.0,0.75,True,0.8292748928070068
mistral:latest,mlm,192,island_effects,adjunct_island,Who had Laura talked about before hurting Renee?,Who had Laura talked about Renee before hurting?,2.5,1.75,0.75,True,0.8794219493865967
mistral:latest,mlm,193,island_effects,adjunct_island,Who did Brenda discuss without shocking this teenager?,Who did Brenda discuss this teenager without shocking?,1.0,-1.0,2.0,True,0.7205419540405273
mistral:latest,mlm,194,island_effects,adjunct_island,What was Bill researching while arguing about stories?,What was Bill researching stories while arguing about?,1.5,-1.0,2.5,True,0.7373809814453125
mistral:latest,mlm,195,island_effects,adjunct_island,Who is Karla hugging while concealing Angela?,Who is Karla hugging Angela while concealing?,1.5,-1.5,3.0,True,0.7406339645385742
mistral:latest,mlm,196,island_effects,adjunct_island,Who can Jessica respect while hurting Frank?,Who can Jessica respect Frank while hurting?,1.75,-1.0,2.75,True,0.8414719104766846
mistral:latest,mlm,197,island_effects,adjunct_island,What should Theresa sell while revealing a lot of cars?,What should Theresa sell a lot of cars while revealing?,1.25,0.0,1.25,True,0.8275761604309082
mistral:latest,mlm,198,island_effects,adjunct_island,What will Stacy fix without fixing the bike?,What will Stacy fix the bike without fixing?,0.0,-2.0,2.0,True,2.319553852081299
mistral:latest,mlm,199,island_effects,adjunct_island,Who were the boys approaching while concealing Curtis?,Who were the boys approaching Curtis while concealing?,2.5,1.25,1.25,True,0.8781769275665283
mistral:latest,mlm,200,island_effects,adjunct_island,What have women lifted before noticing all turtles?,What have women lifted all turtles before noticing?,-1.0,-1.5,0.5,True,0.7205920219421387
mistral:latest,mlm,201,island_effects,adjunct_island,Who were those eggplants astounding before stunning Linda?,Who were those eggplants astounding Linda before stunning?,-1.5,-0.5,-1.0,False,0.7386481761932373
mistral:latest,mlm,202,island_effects,adjunct_island,Who was this essay disagreeing with without embarrassing Carlos?,Who was this essay disagreeing with Carlos without embarrassing?,-2.5,-2.5,0.0,False,0.7403349876403809
mistral:latest,mlm,203,island_effects,adjunct_island,Who could Danielle find without upsetting Timothy?,Who could Danielle find Timothy without upsetting?,1.5,0.5,1.0,True,0.7200546264648438
mistral:latest,mlm,204,island_effects,adjunct_island,Who could some gloves worry while disturbing John?,Who could some gloves worry John while disturbing?,-2.5,-2.5,0.0,False,0.7375783920288086
mistral:latest,mlm,205,island_effects,adjunct_island,Who are most teachers approaching before visiting this senator?,Who are most teachers approaching this senator before visiting?,1.0,0.5,0.5,True,0.7204270362854004
mistral:latest,mlm,206,island_effects,adjunct_island,Who would some actor reference while investigating Wayne?,Who would some actor reference Wayne while investigating?,1.0,0.0,1.0,True,0.7365257740020752
mistral:latest,mlm,207,island_effects,adjunct_island,What had Claire climbed up before climbing down these steps?,What had Claire climbed up these steps before climbing down?,2.0,1.5,0.5,True,0.7222230434417725
mistral:latest,mlm,208,island_effects,adjunct_island,What was Candice exiting while boycotting a lot of cafes?,What was Candice exiting a lot of cafes while boycotting?,-0.5,-0.5,0.0,False,0.7287507057189941
mistral:latest,mlm,209,island_effects,adjunct_island,Who does Benjamin disgust while worrying Diana?,Who does Benjamin disgust Diana while worrying?,0.0,-2.0,2.0,True,1.777876853942871
mistral:latest,mlm,210,island_effects,adjunct_island,What has Diane researched after disgusting those hospitals?,What has Diane researched those hospitals after disgusting?,0.75,-1.5,2.25,True,0.8267419338226318
mistral:latest,mlm,211,island_effects,adjunct_island,What have a lot of drivers fixed after discovering most couches?,What have a lot of drivers fixed most couches after discovering?,-1.5,-1.5,0.0,False,0.7243137359619141
mistral:latest,mlm,212,island_effects,adjunct_island,Who will Kevin like while fleeing from Larry?,Who will Kevin like Larry while fleeing from?,1.0,-1.5,2.5,True,0.717979907989502
mistral:latest,mlm,213,island_effects,adjunct_island,What is Gerald biking to while alarming every hospital?,What is Gerald biking to every hospital while alarming?,0.25,0.0,0.25,True,0.8258869647979736
mistral:latest,mlm,214,island_effects,adjunct_island,Who has the library praised while appreciating Andrew?,Who has the library praised Andrew while appreciating?,1.5,-1.0,2.5,True,0.7374279499053955
mistral:latest,mlm,215,island_effects,adjunct_island,What should Stacey reveal while cleaning most boxes?,What should Stacey reveal most boxes while cleaning?,1.25,-1.0,2.25,True,0.8423628807067871
mistral:latest,mlm,216,island_effects,adjunct_island,Who could some waiter observe while concealing the Impressionists?,Who could some waiter observe the Impressionists while concealing?,0.75,0.75,0.0,False,0.9328558444976807
mistral:latest,mlm,217,island_effects,adjunct_island,Who would dancers respect after questioning Heidi?,Who would dancers respect Heidi after questioning?,0.75,-1.5,2.25,True,0.841001033782959
mistral:latest,mlm,218,island_effects,adjunct_island,Who can Danielle find without embarrassing Brian?,Who can Danielle find Brian without embarrassing?,1.5,-1.0,2.5,True,0.7357649803161621
mistral:latest,mlm,219,island_effects,adjunct_island,Who could Colleen return to while distracting Rachel?,Who could Colleen return to Rachel while distracting?,1.75,0.75,1.0,True,0.9461150169372559
mistral:latest,mlm,220,island_effects,adjunct_island,What should many teachers tour before cleaning the river?,What should many teachers tour the river before cleaning?,-1.0,-1.5,0.5,True,0.7365648746490479
mistral:latest,mlm,221,island_effects,adjunct_island,Who would the Lutherans watch without annoying these actors?,Who would the Lutherans watch these actors without annoying?,0.5,0.5,0.0,False,0.7393808364868164
mistral:latest,mlm,222,island_effects,adjunct_island,Who had Travis found without talking about Ellen?,Who had Travis found Ellen without talking about?,1.0,-1.0,2.0,True,0.7367849349975586
mistral:latest,mlm,223,island_effects,adjunct_island,What has Melissa lifted after healing that bird?,What has Melissa lifted that bird after healing?,1.75,0.0,1.75,True,0.8416903018951416
mistral:latest,mlm,224,island_effects,adjunct_island,Who can a cashier insult after watching Rose?,Who can a cashier insult Rose after watching?,0.0,-1.5,1.5,True,0.7342798709869385
mistral:latest,mlm,225,island_effects,adjunct_island,What had many people walked through while disturbing all hospitals?,What had many people walked through all hospitals while disturbing?,-1.5,-1.5,0.0,False,0.721278190612793
mistral:latest,mlm,226,island_effects,adjunct_island,Who could Erin approach while irritating Renee?,Who could Erin approach Renee while irritating?,1.25,-0.5,1.75,True,0.825934886932373
