model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
gpt2,clm,159,island_effects,adjunct_island,Who was Keith working with after arguing about Heather?,Who was Keith working with Heather after arguing about?,-56.323631286621094,-62.09330749511719,5.769676208496094,True
gpt2,clm,160,island_effects,adjunct_island,What was Gerald breaking after buying these carriages?,What was Gerald breaking these carriages after buying?,-57.04020690917969,-62.585391998291016,5.545185089111328,True
gpt2,clm,161,island_effects,adjunct_island,What had Jerry worn before selling some hats?,What had Jerry worn some hats before selling?,-55.198028564453125,-58.24136734008789,3.0433387756347656,True
gpt2,clm,162,island_effects,adjunct_island,What will these girls drop by while exploring every grocery store?,What will these girls drop by every grocery store while exploring?,-63.57772445678711,-63.833106994628906,0.2553825378417969,True
gpt2,clm,163,island_effects,adjunct_island,What had Monet skated around while talking about some hill?,What had Monet skated around some hill while talking about?,-72.15955352783203,-68.62522888183594,-3.5343246459960938,False
gpt2,clm,164,island_effects,adjunct_island,Who is Jacqueline finding after hugging Meredith?,Who is Jacqueline finding Meredith after hugging?,-52.70424270629883,-59.851280212402344,7.147037506103516,True
gpt2,clm,165,island_effects,adjunct_island,What should Dan bike to before returning to some closets?,What should Dan bike to some closets before returning to?,-66.77052307128906,-72.56704711914062,5.7965240478515625,True
gpt2,clm,166,island_effects,adjunct_island,What can Pamela go to while biking to many grocery stores?,What can Pamela go to many grocery stores while biking to?,-61.774600982666016,-66.95225524902344,5.177654266357422,True
gpt2,clm,167,island_effects,adjunct_island,What has this girl sounded like after bringing these lakes?,What has this girl sounded like these lakes after bringing?,-59.62926483154297,-66.32963562011719,6.700370788574219,True
gpt2,clm,168,island_effects,adjunct_island,What has Carlos broken while revealing most skateboards?,What has Carlos broken most skateboards while revealing?,-71.33223724365234,-71.08799743652344,-0.24423980712890625,False
gpt2,clm,169,island_effects,adjunct_island,Who will Barbara bother before discovering Susan?,Who will Barbara bother Susan before discovering?,-53.047847747802734,-55.9577751159668,2.9099273681640625,True
gpt2,clm,170,island_effects,adjunct_island,Who had Monica hugged while helping many waitresses?,Who had Monica hugged many waitresses while helping?,-73.78187561035156,-72.96063232421875,-0.8212432861328125,False
gpt2,clm,171,island_effects,adjunct_island,What had Cynthia messed up after taking some couch?,What had Cynthia messed up some couch after taking?,-61.21828842163086,-68.3470687866211,7.128780364990234,True
gpt2,clm,172,island_effects,adjunct_island,What was Ellen messing up without embarrassing this library?,What was Ellen messing up this library without embarrassing?,-62.73304748535156,-66.22499084472656,3.491943359375,True
gpt2,clm,173,island_effects,adjunct_island,Who is every painting hurting while embarrassing Marcus?,Who is every painting hurting Marcus while embarrassing?,-67.43968200683594,-71.18925476074219,3.74957275390625,True
gpt2,clm,174,island_effects,adjunct_island,Who is Jesus insulting without concealing Barbara?,Who is Jesus insulting Barbara without concealing?,-59.063087463378906,-59.77875518798828,0.715667724609375,True
gpt2,clm,175,island_effects,adjunct_island,What does Paul research while touring Harvard University?,What does Paul research Harvard University while touring?,-56.244415283203125,-65.26465606689453,9.020240783691406,True
gpt2,clm,176,island_effects,adjunct_island,What had many doctors sold before fixing some cups?,What had many doctors sold some cups before fixing?,-64.07118225097656,-67.08340454101562,3.0122222900390625,True
gpt2,clm,177,island_effects,adjunct_island,Who was Theodore scaring while watching Samuel?,Who was Theodore scaring Samuel while watching?,-61.63380432128906,-58.13754653930664,-3.496257781982422,False
gpt2,clm,178,island_effects,adjunct_island,What did Rodney clean without lifting these windows?,What did Rodney clean these windows without lifting?,-60.78336715698242,-57.59300231933594,-3.1903648376464844,False
gpt2,clm,179,island_effects,adjunct_island,Who had Amanda fired after investigating Aaron?,Who had Amanda fired Aaron after investigating?,-55.73833084106445,-60.4671745300293,4.728843688964844,True
gpt2,clm,180,island_effects,adjunct_island,What did Nina climb down before returning to every mountain?,What did Nina climb down every mountain before returning to?,-64.06393432617188,-65.26597595214844,1.2020416259765625,True
gpt2,clm,181,island_effects,adjunct_island,Who had Timothy talked about without concealing these people?,Who had Timothy talked about these people without concealing?,-62.6252555847168,-62.30958938598633,-0.31566619873046875,False
gpt2,clm,182,island_effects,adjunct_island,Who is that teacher boasting about while disgusting Teresa?,Who is that teacher boasting about Teresa while disgusting?,-64.4539794921875,-62.3174934387207,-2.136486053466797,False
gpt2,clm,183,island_effects,adjunct_island,Who is Mitchell healing before bothering Judy?,Who is Mitchell healing Judy before bothering?,-59.00191879272461,-63.86840057373047,4.866481781005859,True
gpt2,clm,184,island_effects,adjunct_island,Who had an association bored after praising a lot of doctors?,Who had an association bored a lot of doctors after praising?,-71.7335205078125,-77.5384521484375,5.804931640625,True
gpt2,clm,185,island_effects,adjunct_island,What had Tiffany looked like before concealing those drawings?,What had Tiffany looked like those drawings before concealing?,-54.67719268798828,-64.36474609375,9.687553405761719,True
gpt2,clm,186,island_effects,adjunct_island,Who had Andrea appreciated before questioning Tina?,Who had Andrea appreciated Tina before questioning?,-61.353431701660156,-65.39338684082031,4.039955139160156,True
gpt2,clm,187,island_effects,adjunct_island,Who is the rug worrying while worrying Dawn?,Who is the rug worrying Dawn while worrying?,-64.32772064208984,-67.92439270019531,3.5966720581054688,True
gpt2,clm,188,island_effects,adjunct_island,What has Charles biked to before researching all malls?,What has Charles biked to all malls before researching?,-67.76991271972656,-67.01617431640625,-0.7537384033203125,False
gpt2,clm,189,island_effects,adjunct_island,Who has Erin embarrassed without hurting Martha?,Who has Erin embarrassed Martha without hurting?,-56.56210708618164,-58.909603118896484,2.3474960327148438,True
gpt2,clm,190,island_effects,adjunct_island,Who might Judy conceal before confusing Erin?,Who might Judy conceal Erin before confusing?,-63.865928649902344,-70.2212905883789,6.3553619384765625,True
gpt2,clm,191,island_effects,adjunct_island,What has Noah toured after passing every high school?,What has Noah toured every high school after passing?,-60.49449920654297,-63.125518798828125,2.6310195922851562,True
gpt2,clm,192,island_effects,adjunct_island,Who had Laura talked about before hurting Renee?,Who had Laura talked about Renee before hurting?,-58.43990707397461,-65.04708099365234,6.607173919677734,True
gpt2,clm,193,island_effects,adjunct_island,Who did Brenda discuss without shocking this teenager?,Who did Brenda discuss this teenager without shocking?,-60.567596435546875,-64.95817565917969,4.3905792236328125,True
gpt2,clm,194,island_effects,adjunct_island,What was Bill researching while arguing about stories?,What was Bill researching stories while arguing about?,-56.98996353149414,-64.74240112304688,7.752437591552734,True
gpt2,clm,195,island_effects,adjunct_island,Who is Karla hugging while concealing Angela?,Who is Karla hugging Angela while concealing?,-58.585506439208984,-59.058685302734375,0.4731788635253906,True
gpt2,clm,196,island_effects,adjunct_island,Who can Jessica respect while hurting Frank?,Who can Jessica respect Frank while hurting?,-55.61915969848633,-57.63212585449219,2.0129661560058594,True
gpt2,clm,197,island_effects,adjunct_island,What should Theresa sell while revealing a lot of cars?,What should Theresa sell a lot of cars while revealing?,-69.26494598388672,-71.79649353027344,2.5315475463867188,True
gpt2,clm,198,island_effects,adjunct_island,What will Stacy fix without fixing the bike?,What will Stacy fix the bike without fixing?,-48.737937927246094,-54.85969161987305,6.121753692626953,True
gpt2,clm,199,island_effects,adjunct_island,Who were the boys approaching while concealing Curtis?,Who were the boys approaching Curtis while concealing?,-56.584407806396484,-56.848697662353516,0.26428985595703125,True
gpt2,clm,200,island_effects,adjunct_island,What have women lifted before noticing all turtles?,What have women lifted all turtles before noticing?,-64.98191833496094,-65.65565490722656,0.673736572265625,True
gpt2,clm,201,island_effects,adjunct_island,Who were those eggplants astounding before stunning Linda?,Who were those eggplants astounding Linda before stunning?,-72.44924926757812,-77.35668182373047,4.907432556152344,True
gpt2,clm,202,island_effects,adjunct_island,Who was this essay disagreeing with without embarrassing Carlos?,Who was this essay disagreeing with Carlos without embarrassing?,-61.029090881347656,-67.80863952636719,6.779548645019531,True
gpt2,clm,203,island_effects,adjunct_island,Who could Danielle find without upsetting Timothy?,Who could Danielle find Timothy without upsetting?,-57.08596420288086,-65.10103607177734,8.015071868896484,True
gpt2,clm,204,island_effects,adjunct_island,Who could some gloves worry while disturbing John?,Who could some gloves worry John while disturbing?,-69.04557037353516,-74.0052490234375,4.959678649902344,True
gpt2,clm,205,island_effects,adjunct_island,Who are most teachers approaching before visiting this senator?,Who are most teachers approaching this senator before visiting?,-67.91989135742188,-65.45711517333984,-2.4627761840820312,False
gpt2,clm,206,island_effects,adjunct_island,Who would some actor reference while investigating Wayne?,Who would some actor reference Wayne while investigating?,-59.776123046875,-61.02899932861328,1.2528762817382812,True
gpt2,clm,207,island_effects,adjunct_island,What had Claire climbed up before climbing down these steps?,What had Claire climbed up these steps before climbing down?,-53.33473587036133,-52.245262145996094,-1.0894737243652344,False
gpt2,clm,208,island_effects,adjunct_island,What was Candice exiting while boycotting a lot of cafes?,What was Candice exiting a lot of cafes while boycotting?,-73.21289825439453,-74.8488998413086,1.6360015869140625,True
gpt2,clm,209,island_effects,adjunct_island,Who does Benjamin disgust while worrying Diana?,Who does Benjamin disgust Diana while worrying?,-61.384708404541016,-61.85310745239258,0.4683990478515625,True
gpt2,clm,210,island_effects,adjunct_island,What has Diane researched after disgusting those hospitals?,What has Diane researched those hospitals after disgusting?,-68.70609283447266,-74.64734649658203,5.941253662109375,True
gpt2,clm,211,island_effects,adjunct_island,What have a lot of drivers fixed after discovering most couches?,What have a lot of drivers fixed most couches after discovering?,-72.0908432006836,-77.3653564453125,5.274513244628906,True
gpt2,clm,212,island_effects,adjunct_island,Who will Kevin like while fleeing from Larry?,Who will Kevin like Larry while fleeing from?,-55.11956024169922,-63.89356231689453,8.774002075195312,True
